100,150,0,0
102.453,151.47,12.2673,7.34869
102.231,154.899,4.43652,18.1674
105.199,152.172,15.3741,-3.07449
108.519,153.84,21.6647,7.26898
105.504,154.862,-2.05388,8.03982
106.097,153.443,3.89517,-1.8423
111.413,158.535,25.4289,22.005
110.893,159.903,9.51838,15.7367
108.754,160.293,-2.88862,10.2431
111.865,160.583,13.8155,7.63926
110.733,158.675,1.73027,-3.22173
111.62,161.833,5.83853,13.4999
114.391,163.314,15.1636,12.6181
110.515,163.317,-9.30272,6.64986
111.638,165.76,2.23709,14.8378
115.608,168.225,18.041,18.1925
115.965,172.8,9.53205,29.1708
120.098,169.866,23.2703,2.13566
118.415,170.511,4.21285,6.77738
117.894,170.614,1.89839,4.98848
125.58,167.196,35.2275,-11.2729
123.108,172.451,5.47032,18.6278
124.346,174.224,10.6014,15.3335
121.718,181.049,-4.91544,37.1429
124.513,176.107,11.4678,-3.44584
127.33,177.544,17.4756,8.13473
125.544,177.714,0.92911,5.64175
129.926,175.99,20.9642,-3.71545
128.903,182.346,5.59324,26.6787
130.425,182.971,10.8943,14.4656
129.533,182.786,2.20825,7.49927
135.031,178.376,25.9784,-13.6936
130.81,183.271,-6.02979,16.5606
127.678,176.957,-13.8147,-20.223
131.76,181.089,12.1665,10.0274
127.283,185.285,-14.6476,21.4157
130.305,178.014,7.16975,-21.6613
125.478,178.264,-18.4181,-6.6603
126.652,179.931,-2.81359,3.49657
130.536,178.768,14.2032,-4.32391
132.24,176.256,12.6883,-12.8136
130.933,179.988,0.539528,10.0857
129.956,177.741,-2.74013,-6.37382
129.321,181.229,-3.30562,12.4218
126.457,178.212,-13.6461,-7.92546
128.09,183.758,0.896954,21.1063
128.987,178.617,3.16638,-13.1514
132.743,179.151,17.0658,-2.00069
131.313,181.881,1.28936,10.5751
126.033,177.272,-20.8847,-15.4862
130.483,180.327,10.7253,7.03464
129.266,183.2,-1.75541,14.5736
128.494,176.491,-3.86552,-22.3683
131.493,180.112,11.1791,6.94788
132.734,180.671,9.89115,4.32769
132.484,181.978,3.8929,7.4816
128.093,177.235,-16.1433,-16.8186
128.906,176.604,-2.75217,-9.32843
130.581,181.047,5.19795,14.141
132.333,181.007,9.20419,4.87728
127.82,179.662,-15.2886,-3.15459
126.914,178.508,-9.81536,-5.73618
123.587,174.79,-19.3211,-18.4136
122.155,175.577,-15.6074,-5.00329
125.96,174.836,7.67233,-6.86614
126.688,171.425,4.43786,-18.7036
122.288,176.312,-17.371,11.8702
123.347,172.469,-2.85756,-13.1726
120.894,167.134,-12.9661,-28.6362
117.314,170.118,-21.7761,-0.563583
118.498,165.688,-5.66288,-21.7882
120.558,168.643,4.20836,2.01216
116.068,168.907,-18.8919,-0.141775
118.474,163.247,1.75963,-25.2396
107.787,166,-46.6794,0.450319
114.178,164.022,6.58879,-10.3185
112.267,163.876,-8.998,-6.02697
110.338,165.437,-13.4356,2.91513
110.178,159.47,-7.75422,-25.3566
104.333,156.749,-30.0226,-22.9506
107.191,155.372,-2.04726,-17.829
108.033,154.726,-0.0411921,-13.0846
109.867,155.712,6.40379,-3.94459
104.224,155.986,-22.1444,-2.65323
101.972,154.928,-19.1498,-6.98014
101.598,155.138,-11.4512,-2.92579
104.118,152.198,3.74967,-14.7765
102.056,154.352,-9.04677,2.21273
98.8421,149.471,-18.3166,-21.3664
