2.44807,-0.20817,4.99503
2.44553,-0.210764,5.03095
2.44293,-0.212043,5.03144
2.43693,-0.201685,4.9533
2.40791,-0.196595,4.96556
2.45974,-0.208512,5.03064
2.41054,-0.19107,4.88983
2.48275,-0.214446,5.09635
2.45012,-0.207798,5.03065
2.45411,-0.211595,5.03212
2.44921,-0.212836,5.0759
2.45799,-0.20566,5.02672
2.4681,-0.222935,5.06901
2.42336,-0.207847,4.94265
0.973664,-0.659649,1.97728
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
-nan,-nan,-nan
0.672816,-0.542978,1.93975
0.589717,-0.535731,1.9289
0.528557,-0.530213,1.91684
0.493533,-0.519834,1.89273
0.632645,-0.390347,1.90919
2.6273,-0.700105,5.84057
2.66389,-0.475434,6.01892
2.60201,-0.325052,5.42651
2.38771,-0.270458,5.08163
2.42698,-0.238218,5.02766
2.41112,-0.206308,5.07826
2.41112,-0.206308,5.07826
-1.55126,-0.0904128,3.01107
-1.55126,-0.0904128,3.01107
-1.67018,-0.0978389,3.2419
-1.67018,-0.0978389,3.2419
-1.65479,-0.0968662,3.21203
-1.65479,-0.0968662,3.21203
-1.60517,-0.0939297,3.1157
-1.60517,-0.0939297,3.1157
-1.60539,-0.09734,3.14088
-1.60539,-0.09734,3.14088
-1.57392,-0.0950146,3.07443
-1.57392,-0.0950146,3.07443
-1.62011,-0.0979909,3.16468
-1.62011,-0.0979909,3.16468
-1.57747,-0.0950966,3.08141
-1.57747,-0.0950966,3.08141
-1.62045,-0.0977819,3.16538
-1.62045,-0.0977819,3.16538
-1.58039,-0.0776107,3.08221
-1.58039,-0.0776107,3.08221
-1.62603,-0.0825319,3.1763
-1.62603,-0.0825319,3.1763
-1.60225,-0.0910214,3.11986
-1.60225,-0.0910214,3.11986
-1.51967,-0.086255,2.95909
2.61161,-0.172025,5.37313
2.59146,-0.174312,5.27134
2.59146,-0.174312,5.27134
2.56533,-0.16437,5.2847
2.56533,-0.16437,5.2847
2.59961,-0.173647,5.25226
2.59961,-0.173647,5.25226
2.65891,-0.174999,5.38901
2.65891,-0.174999,5.38901
2.65428,-0.177492,5.37275
2.65428,-0.177492,5.37275
2.37097,-0.14566,5.04205
2.37097,-0.14566,5.04205
-1.63464,-0.085037,3.16792
-1.63464,-0.085037,3.16792
-1.5742,-0.0677418,3.08982
-1.5742,-0.0677418,3.08982
-1.61557,-0.0570817,3.19697
-1.61557,-0.0570817,3.19697
-1.68091,-0.048625,3.33731
-1.68091,-0.048625,3.33731
-1.58426,-0.0405576,3.15569
-1.58426,-0.0405576,3.15569
-1.62943,-0.036911,3.26234
-1.62943,-0.036911,3.26234
-1.58367,-0.0335655,3.17063
-1.58367,-0.0335655,3.17063
-1.67908,-0.035392,3.36107
-1.67908,-0.035392,3.36107
-1.66287,-0.032167,3.32909
-1.66287,-0.032167,3.32909
-1.60334,-0.033871,3.21068
-1.60334,-0.033871,3.21068
-1.69308,-0.0386108,3.40199
-1.69308,-0.0386108,3.40199
-1.64761,-0.037311,3.31052
-1.64761,-0.037311,3.31052
-1.68575,-0.0384881,3.38662
-1.68575,-0.0384881,3.38662
-1.66545,-0.0376878,3.33501
-1.66545,-0.0376878,3.33501
-1.67567,-0.0382649,3.35551
-1.67567,-0.0382649,3.35551
-1.67676,-0.038139,3.35798
-1.67676,-0.038139,3.35798
-1.69884,-0.0383944,3.40178
-1.69884,-0.0383944,3.40178
-1.64796,-0.0373303,3.29922
-1.64796,-0.0373303,3.29922
-1.65873,-0.0379237,3.3211
-1.65873,-0.0379237,3.3211
-1.63708,-0.0371192,3.27766
-1.63708,-0.0371192,3.27766
-1.61091,-0.0368896,3.2254
-1.61091,-0.0368896,3.2254
-1.61555,-0.0367296,3.23489
-1.61555,-0.0367296,3.23489
-1.63993,-0.0372078,3.28439
-1.63993,-0.0372078,3.28439
-1.63186,-0.037315,3.26774
-1.63186,-0.037315,3.26774
