100,100,0,0
103.768,106.163,15.0702,24.6516
108.031,109.582,21.4901,25.4787
118.542,103.377,38.2425,5.23302
129.846,105.868,50.1348,9.17356
132.536,104.206,43.0256,4.09016
137.912,100.318,43.3356,-3.38452
149.368,101.326,54.3039,-0.0184979
156.106,105.007,53.146,6.65356
159.607,102.32,47.0842,-0.607085
167.692,105.828,51.7629,6.63872
171.988,95.1252,47.3672,-15.6612
177.567,99.8884,47.066,-0.948278
185.699,99.521,51.4442,-2.23485
186.769,98.5516,40.9473,-3.66252
191.302,99.2936,40.7495,-1.30054
200.091,93.5242,48.0111,-12.0656
202.608,95.8935,40.8287,-3.77141
207.456,102.505,40.8582,9.06704
205.569,113.437,27.8367,26.1192
202.495,117.582,16.8094,25.6786
208.497,123.354,25.6417,29.9006
205.719,131.095,13.9652,36.8446
204.99,143.078,10.3179,49.8809
199.577,151.332,-1.64141,52.1468
198.974,156.98,-1.01766,49.8101
200.037,166.523,1.58714,56.0731
196.706,173.479,-5.20343,55.3657
199.552,183.098,2.00203,60.3312
197.93,186.362,-2.0374,51.7509
198.203,192.516,-0.807063,51.8346
197.352,198.459,-2.26812,51.0251
204.209,201.516,11.3129,44.9089
202.19,207.558,3.55792,46.3559
194.513,209.69,-11.3825,39.5126
191.98,209.388,-11.9041,30.3237
180.16,207.703,-30.8338,21.1166
174.293,202.462,-32.6126,7.51027
160.457,201.897,-50.2053,6.38847
151.355,201.004,-53.5687,3.83928
147.067,198.827,-48.098,-0.722074
142.831,199.362,-44.9977,1.0389
135.772,201.071,-48.0783,4.02173
128.105,206.321,-51.0164,12.676
120.226,204.025,-53.5028,4.43239
109.272,203.321,-61.1914,2.57844
102.498,201.695,-58.6847,-0.751065
96.2807,195.219,-56.5581,-12.3451
94.4009,197.314,-46.9818,-4.22638
92.1614,198.272,-41.134,-1.82947
85.8259,202.16,-44.2613,5.56821
89.6684,192.53,-26.5641,-14.7178
90.1212,185.373,-21.1725,-23.0123
90.5795,176.206,-16.3787,-33.5226
95.364,163.917,-4.30113,-47.3396
99.6252,160.32,3.31589,-41.1756
102.19,153.228,6.18362,-44.8891
98.7303,146.317,-2.43441,-46.9901
98.7128,134.23,-1.2513,-58.3836
100.357,131.401,2.22357,-48.7564
103.091,117.956,6.53785,-63.1714
100.297,113.871,-0.784482,-54.7591
99.8626,112.882,-0.862787,-44.1666
96.6865,99.9294,-6.46465,-59.3392
